,Region,Country,IncomeGroup,IDA Status,Financial closure year,Financial closure Month,Project name,RelatedNames,Type_of_PPI,Subtype of PPI,Project status,dateStatusUpdated,Primary_sector,Subsector,Segment,Location,ContractPeriod,GovtGrantingContract,DirectGovtSupport,DirectGovtSupportValue,InDirectGovtSupport,InDirectGovtSupportValue,Total Equity,InvestmentYear,PercentPrivate,FeesToGovernment,PhysicalAssets,TotalInvestment,CapacityType,Capacity,Technology,RelatedProjects,BidCriteria,AwardMethod,NumberOfBids,Sponsors,Main Revenue Source,Other Revenue Source,MultiLateralSupport,BiLateralSupport,TotalDebtFunding,DebtEquityGrantRatio,ProjectBanks,UnsolicitedProposal,PublicDisclosure,State_Abv,State_Code
4807,South Asia,Sri Lanka,Lower middle income,Blended,2007,March,Rank Gatambe SHPP,,Greenfield project,"Build, operate, and transfer",Active,9/13/2017,Energy,Electricity,Electricity generation,"Central Province, Kandi",30,National,Not Available,,Not Available,,,2007,100,Not Available,28,28,MW,12,"Hydro, Small (<50MW)",,,License scheme,,Rank Group (Not Available / 100% / Sri Lanka),PPA/WPA payments,,No,No,,,,Yes,No,MA,28
4808,South Asia,Sri Lanka,Lower middle income,Blended,2007,March,Vidullanka Batathota SHPP,Batatota SHPP,Greenfield project,"Build, own, and operate",Active,3/1/2007,Energy,Electricity,Electricity generation,"Sabaragamuwa Province, Kuruwita",15,National,Not Available,,Not Available,,,2007,100,Not Available,2,2,MW,2,"Hydro, Small (<50MW)",,,License scheme,,Vidullanka (Not Available / 100% / Sri Lanka),PPA/WPA payments,,No,No,,,,Yes,No,OH,9
4809,South Asia,Sri Lanka,Lower middle income,Blended,2008,June,Hemas Giddawa SHPP,,Greenfield project,"Build, operate, and transfer",Active,,Energy,Electricity,Electricity generation,Gatambe Substation,Not Available,National,Not Available,,Not Available,,,2008,100,Not Available,2,2,MW,2,"Hydro, Small (<50MW)",,,License scheme,,Hemas Holdings Limited (Not Available / Not Available% / Sri Lanka),PPA/WPA payments,,No,No,,,,Yes,No,LA,1
4810,South Asia,Sri Lanka,Lower middle income,Blended,2008,March,LVL Kadawala 1 & 2 SHPPs,,Greenfield project,"Build, own, and operate",Active,3/1/2008,Energy,Electricity,Electricity generation,"Central Province, Ginigathena",Not Available,National,Not Available,,Not Available,,0.7,2008,100,Not Available,6.2,6.2,MW,6.2,"Hydro, Small (<50MW)",,,License scheme,,"Lanka Ventures (Not Available / Not Available% / Sri Lanka), 
VS Hydro (Not Available / Not Available% / Sri Lanka)",PPA/WPA payments,,No,No,0,Not Available,Other Commercial Bank  (Not Available / Not Available / $Not Available),Yes,No,AZ,49
4811,South Asia,Sri Lanka,Lower middle income,Blended,2008,January,LVL/Hayleys Neluwa SHPP,,Greenfield project,"Build, own, and operate",Active,1/1/2008,Energy,Electricity,Electricity generation,"Southern Province, Deniyaya",Not Available,National,Not Available,,Not Available,,,2008,100,Not Available,2.2,2.2,MW,2.2,"Hydro, Small (<50MW)",,,License scheme,,"Lanka Ventures (Not Available / Not Available% / Sri Lanka), 
Hayleys Group (Not Available / Not Available% / Sri Lanka)",PPA/WPA payments,,No,No,,,,Yes,No,MO,31
4812,South Asia,Sri Lanka,Lower middle income,Blended,2008,September,SAEMS Barcaple 2 SHPP,,Greenfield project,"Build, own, and operate",Active,8/1/2012,Energy,Electricity,Electricity generation,"Central Province, Nawalapitiya",28,National,Not Available,,Not Available,,2.3,2008,100,Not Available,6.5,6.5,MW,4.5,"Hydro, Small (<50MW)",,,License scheme,,South Asia Energy Management Systems (SAEMS) ($2.3 / 100% / United States),PPA/WPA payments,,No,No,4.2,65/35,,Yes,No,IN,46
4813,South Asia,Sri Lanka,Lower middle income,Blended,2008,September,SAEMS Kalupahana Oya SHPP,,Greenfield project,"Build, own, and operate",Active,10/1/2011,Energy,Electricity,Electricity generation,"Uva Province, Haldummulla",22,National,Not Available,,Not Available,,1.3,2008,100,Not Available,3.8,3.8,MW,2.5,"Hydro, Small (<50MW)",,,License scheme,,South Asia Energy Management Systems (SAEMS) ($1.3 / 100% / United States),PPA/WPA payments,,No,No,2.5,65/35,,Yes,No,NJ,12
4814,South Asia,Sri Lanka,Lower middle income,Blended,2008,September,SAEMS Wewelwatta 1 & 2 SHPPs,Bambarabotuwa SHPPs,Greenfield project,"Build, own, and operate",Active,7/1/2012,Energy,Electricity,Electricity generation,"Sabaragamuwa Province, Ratnapura",22,National,Not Available,,Not Available,,3.9,2008,100,Not Available,11.3,11.3,MW,8,"Hydro, Small (<50MW)",,,License scheme,,South Asia Energy Management Systems (SAEMS) ($3.9 / 100% / United States),PPA/WPA payments,,No,No,7.4,65/35,,Yes,No,WI,39
4815,South Asia,Sri Lanka,Lower middle income,Blended,2008,September,Tokyo Cement Biomass Plant,,Greenfield project,"Build, own, and operate",Active,9/13/2017,Energy,Electricity,Electricity generation,"Eastern Province, Trincomalee",25,National,Not Available,,Not Available,,,2008,100,Not Available,5,5,MW,10,Biomass,,,License scheme,,"St. Anthony's Consolidated (Not Available / Not Available% / Sri Lanka), 
Mitsui (Not Available / Not Available% / Japan)",PPA/WPA payments,,No,No,,,,Yes,No,NJ,12
4816,South Asia,Sri Lanka,Lower middle income,Blended,2008,May,Vallibel Kuruwita SHPP,"Adavikanda SHPP, Adawikanda SHPP",Greenfield project,"Build, operate, and transfer",Active,9/13/2017,Energy,Electricity,Electricity generation,"Sabaragamuwa Province, Kuruwita",Not Available,National,Not Available,,Not Available,,3.5,2008,100,Not Available,6.95,6.95,MW,6.5,"Hydro, Small (<50MW)",,,License scheme,,Vallibel Holdings ($3.5 / 100% / Sri Lanka),PPA/WPA payments,,No,No,3.5,50/50,,Yes,No,CT,41
4817,South Asia,Sri Lanka,Lower middle income,Blended,2008,June,VS Hydro Blackwater SHPP,,Greenfield project,"Build, own, and operate",Active,9/13/2017,Energy,Electricity,Electricity generation,"Central Province, Kadawala",Not Available,National,Not Available,,Not Available,,,2008,100,Not Available,1.7,1.7,MW,1.7,"Hydro, Small (<50MW)",,,License scheme,,VS Hydro (Not Available / Not Available% / Sri Lanka),PPA/WPA payments,,No,No,,,,Yes,No,NC,33
4818,South Asia,Sri Lanka,Lower middle income,Blended,2009,June,Hayleys Somerset & Upper Neluwa & Palmerston SHPPs,,Greenfield project,"Build, own, and operate",Active,9/13/2017,Energy,Electricity,Electricity generation,"Central Province, Nuwara Eliya; Southern Province , Galle",Not Available,National,Not Available,,Not Available,,3,2009,100,Not Available,7.3,7.3,MW,4.5,"Hydro, Small (<50MW)",,,License scheme,,Hayleys Group ($3 / 100% / Sri Lanka),PPA/WPA payments,,No,No,4.3,59/41,,Yes,No,CA,47
4819,South Asia,Sri Lanka,Lower middle income,Blended,2009,March,Recogen Badalgama Biomass Plant,,Greenfield project,"Build, own, and operate",Active,7/1/2010,Energy,Electricity,Electricity generation,"Northwestern Province, Badalgama",25,National,Not Available,,Not Available,,,2009,100,Not Available,5.8,5.8,MW,5.8,Biomass,,,License scheme,,Recogen (Not Available / 100% / Sri Lanka),PPA/WPA payments,,No,No,,,JICA (Not Available / Not Available / $Not Available),Yes,No,OH,23
4820,South Asia,Sri Lanka,Lower middle income,Blended,2009,January,SENOK Mampuri 1 Wind Farm,Senok  Wind Power Wind Farm,Greenfield project,"Build, own, and operate",Active,9/13/2017,Energy,Electricity,Electricity generation,"North Western Province, Kalpitiya; North Western Province, Mampuri",20,National,Not Available,,Not Available,,,2009,100,Not Available,21,21,MW,10,Wind,,,Not Available,,Senok Group (Not Available / 100% / Sri Lanka),PPA/WPA payments,,IFC (Equity / $4 Million / 2011),No,,,,Yes,No,CT,44
4821,South Asia,Sri Lanka,Lower middle income,Blended,2009,January,Terraqua Halathura Ganga SHPP,,Greenfield project,"Build, own, and operate",Active,9/13/2017,Energy,Electricity,Electricity generation,"Western Province, Colombo",Not Available,National,Not Available,,Not Available,,,2009,100,Not Available,1.3,1.3,MW,1.3,"Hydro, Small (<50MW)",,Not Applicable,Not Available,,Terraqua International (Not Available / Not Available% / Sri Lanka),PPA/WPA payments,,No,No,,,,Yes,No,RI,2
4822,South Asia,Sri Lanka,Lower middle income,Blended,2009,October,Vallibel Kiriwaneliya Mini Hydropower Plant,,Greenfield project,"Build, own, and operate",Active,9/13/2017,Energy,Electricity,Electricity generation,"Central Province, Nuwara Eliya",Not Available,National,Not Available,,Not Available,,,2009,100,Not Available,6.3,6.3,MW,4.65,"Hydro, Small (<50MW)",,Not Applicable,Not Available,,Vallibel Holdings (Not Available / 100% / Sri Lanka),Purchase agreements or transmission fees with public entity(ies),,No,No,6.3,59/41,,Yes,No,NH,26
4823,South Asia,Sri Lanka,Lower middle income,Blended,2010,December,Broadlands Hydropower Plant,Broadland Hydropower Plant,Greenfield project,"Build, operate, and transfer",Active,12/1/2010,Energy,Electricity,Electricity generation,"Kelani River, near Kitulgala, Sri Lanka",Not Available,National,Not Applicable,,Payment Guarantee,Not Available,0,2010,100,Not Available,82,82,MW,35,"Hydro, Small (<50MW)",,,Competitive negotiation,,China National Electric Equipment Corporation (CNEEC) (Not Available / Not Available% / China),PPA/WPA payments,,No,No,Not Available,100/0,Other State Owned Bank  (Not Available / Not Available / $Not Available),No,No,MS,19
4824,South Asia,Sri Lanka,Lower middle income,Blended,2010,December,EarthWatts Ellewewa Biomass Plant,,Greenfield project,"Build, own, and operate",Active,12/1/2010,Energy,Electricity,Electricity generation,"Dimbulagala DSD, Polonnaruwa District, North Central Province",Not Available,National,Not Applicable,,Payment Guarantee,Not Available,0,2010,100,Not Available,10,10,MW,10,Biomass,,,License scheme,,EarthWatts (Not Available / 100% / Sri Lanka),PPA/WPA payments,,No,No,,,,No,No,ME,10
4825,South Asia,Sri Lanka,Lower middle income,Blended,2010,January,Nilwala Vidulibala Hydropower Plant,Vidullanka Hydropower Plant,Greenfield project,"Build, operate, and transfer",Active,1/1/2010,Energy,Electricity,Electricity generation,Southern part of Sri Lanka,Not Available,State/Provincial,Not Applicable,,Not Applicable,,0,2010,100,Not Available,2.8,2.8,MW,2,"Hydro, Small (<50MW)",,Not Applicable,License scheme,,"Nilwala Vidulibala Company (Not Available / 26% / Sri Lanka), 
Others (Not Available / Not Available% / ..)",Purchase agreements or transmission fees with public entity(ies),,No,No,Not Available,85/15,,No,No,IN,12
4826,South Asia,Sri Lanka,Lower middle income,Blended,2010,March,Norochcolai Coal Power Plant,,Greenfield project,"Build, operate, and transfer",Active,3/1/2010,Energy,Electricity,Electricity generation,norochcolai,15,National,Capital subsidy,Not Available,Not Applicable,,0,2010,100,Not Available,450,450,MW,300,Coal,,,Direct negotiation,,China National Heavy Machinery Corporation (Not Available / 100% / China),PPA/WPA payments,,No,No,Not Available,99/1,,No,No,MS,45
4827,South Asia,Sri Lanka,Lower middle income,Blended,2010,June,Sampur  Trincomalee power plant,,Greenfield project,"Build, operate, and transfer",Active,6/1/2010,Energy,Electricity,Electricity generation,Sampur  Trincomalee,14,State/Provincial,Not Applicable,,Payment Guarantee,Not Available,0,2010,50,Not Available,75,75,MW,500,Coal,,,Competitive negotiation,,"Ceylon Electricity Board (Not Available / 50% / Sri Lanka), 
Others (Not Available / 50% / ..)",PPA/WPA payments,,No,No,300,Not Available,,No,No,WA,25
4828,South Asia,Sri Lanka,Lower middle income,Blended,2010,July,Seguwantivu Wind Farm,,Greenfield project,"Build, own, and operate",Active,7/1/2010,Energy,Electricity,Electricity generation,Mullipuram area in the Puttalam district,20,National,Not Applicable,,Payment Guarantee,Not Available,0,2010,100,Not Available,27.5,27.5,MW,10,Wind,,,Not Available,,"Akbar Brothers (Not Available / Not Available% / Sri Lanka), 
Hirdaramani Group (Not Available / Not Available% / Sri Lanka), 
Debug Group (Not Available / Not Available% / Sri Lanka)",PPA/WPA payments,,No,No,Not Available,40/60,,No,No,CT,7
4829,South Asia,Sri Lanka,Lower middle income,Blended,2010,June,Stassen Korkoswald SHPP,,Greenfield project,"Build, own, and operate",Active,6/1/2010,Energy,Electricity,Electricity generation,"Korkoswald Estate, Bogawantalawa",Not Available,National,Not Applicable,,Payment Guarantee,Not Available,0,2010,100,Not Available,5.9,5.9,MW,4.5,"Hydro, Small (<50MW)",,,License scheme,,Stassen Group (Not Available / Not Available% / Sri Lanka),PPA/WPA payments,,No,No,,,,No,No,CO,1
4830,South Asia,Sri Lanka,Lower middle income,Blended,2010,July,Vidatamunai Wind Farm,,Greenfield project,"Build, own, and operate",Active,7/1/2010,Energy,Electricity,Electricity generation,Mullipuram area in the Puttalam district,20,National,Not Applicable,,Payment Guarantee,Not Available,0,2010,100,Not Available,27.5,27.5,MW,10,Wind,,,Not Available,,"Akbar Brothers (Not Available / Not Available% / Sri Lanka), 
Hirdaramani Group (Not Available / Not Available% / Sri Lanka), 
Debug Group (Not Available / Not Available% / Sri Lanka)",PPA/WPA payments,,No,No,,,,No,No,AR,22
4831,South Asia,Sri Lanka,Lower middle income,Blended,2010,March,Vidullanka Sheen & Ganthuna & Ethamala Ella SHPPs,,Greenfield project,"Build, own, and operate",Active,3/1/2010,Energy,Electricity,Electricity generation,"Ganthuna: Aranayake, Kegale District",20,National,Not Applicable,,Payment Guarantee,Not Available,0,2010,100,Not Available,3.7,3.7,MW,3.7,"Hydro, Small (<50MW)",,,License scheme,,Vidullanka (Not Available / 100% / Sri Lanka),PPA/WPA payments,,No,No,,,,No,No,OR,14
4832,South Asia,Sri Lanka,Lower middle income,Blended,2011,January,FLCH Stellenberg SHPP,,Greenfield project,"Build, operate, and transfer",Active,1/1/2011,Energy,Electricity,Electricity generation,"Stellenberg, Sri Lanka",Not Available,National,Not Applicable,,Payment Guarantee,Not Available,,2011,100,Not Available,1.2,1.2,MW,0.9,"Hydro, Small (<50MW)",,,License scheme,,Free Lanka Capital Holdings (Not Available / 100% / Sri Lanka),PPA/WPA payments,,No,No,,,,No,No,MO,14
4833,South Asia,Sri Lanka,Lower middle income,Blended,2011,January,FLCH Thebuwana SHPP,,Greenfield project,"Build, operate, and transfer",Active,1/1/2011,Energy,Electricity,Electricity generation,"Thebuwana, Sri Lanka",Not Available,National,Not Applicable,,Payment Guarantee,Not Available,,2011,100,Not Available,1.16,1.16,MW,0.8,"Hydro, Small (<50MW)",,,Not Available,,Free Lanka Capital Holdings (Not Available / 100% / Sri Lanka),PPA/WPA payments,,No,No,,,,No,No,AZ,31
4834,South Asia,Sri Lanka,Lower middle income,Blended,2011,December,Hayleys Nirmalapura Wind Farm,,Greenfield project,"Build, own, and operate",Active,8/1/2012,Energy,Electricity,Electricity generation,"Uppudaluwa, Kalpitiya, Nortwest Sri Lanka",Not Available,National,Not Applicable,,Payment Guarantee,Not Available,8.7,2011,100,Not Available,17.4,17.4,MW,10.5,Wind,,,License scheme,,"Akbar Brothers (Not Available / Not Available% / Sri Lanka), 
Hirdaramani Group (Not Available / Not Available% / Sri Lanka), 
Debug Group (Not Available / Not Available% / Sri Lanka), 
Hayleys Group ($2.64 / 30% / Sri Lanka)",PPA/WPA payments,,No,No,8.7,50/50,HSBC (Commercial / International / $8.7),No,No,NV,3
4835,South Asia,Sri Lanka,Lower middle income,Blended,2011,March,Hemas Magal Ganga SHPP,Upper Magal Ganga SHPP,Greenfield project,"Build, own, and operate",Active,3/1/2011,Energy,Electricity,Electricity generation,"Magal Ganga, Sabaragamuwa province",Not Available,National,Not Applicable,,Payment Guarantee,Not Available,3.4,2011,100,Not Available,3.4,3.4,MW,2.4,"Hydro, Small (<50MW)",,,License scheme,,Hemas Holdings Limited ($3.4 / 100% / Sri Lanka),PPA/WPA payments,,No,No,0,0/100,,No,No,AR,10
4836,South Asia,Sri Lanka,Lower middle income,Blended,2011,April,LG CNS Solar Plant,,Greenfield project,"Build, own, and operate",Active,,Energy,Electricity,Electricity generation,"Hambantota, Southeast Sri Lanka",Not Available,National,Not Available,,Not Available,,,2011,100,Not Available,4,4,MW,0.5,"Solar, PV",,Not Applicable,Competitive bidding,Not Available,"LG Group (Not Available / 100% / Korea, Rep.)",Purchase agreements or transmission fees with public entity(ies),,No,No,,,,Yes,No,ID,17
4837,South Asia,Sri Lanka,Lower middle income,Blended,2011,December,LOLC Dodangoda Biomass Plant,,Greenfield project,"Build, own, and operate",Active,12/1/2011,Energy,Electricity,Electricity generation,"Dodangoda, Sri Lanka",Not Available,National,Not Applicable,,Payment Guarantee,Not Available,0,2011,100,Not Available,4,4,MW,4,Biomass,,,License scheme,,LOLC Group (Not Available / 100% / Sri Lanka),PPA/WPA payments,,No,No,,,,No,No,MS,39
4838,South Asia,Sri Lanka,Lower middle income,Blended,2011,January,LTL Pawan Danavi Wind Farm,,Greenfield project,"Build, own, and operate",Active,1/1/2011,Energy,Electricity,Electricity generation,"Kalpitiya peninsula, Sri Lanka",20,National,Not Applicable,,Not Applicable,,,2011,100,Not Available,13.2,13.2,MW,10.2,Wind,,Not Applicable,License scheme,,"Free Lanka Capital Holdings (Not Available / Not Available% / Sri Lanka), 
NDB Bank (Not Available / Not Available% / Sri Lanka), 
LTL Holdings (Not Available / Not Available% / Sri Lanka), 
Lanka Ventures (Not Available / Not Available% / Sri Lanka)",Purchase agreements or transmission fees with public entity(ies),,No,No,,,,No,No,NY,4
4839,South Asia,Sri Lanka,Lower middle income,Blended,2011,December,Rajjammana SHPP,,Greenfield project,"Build, own, and operate",Active,12/1/2011,Energy,Electricity,Electricity generation,"Rajjammana, Southern Province",Not Available,National,Not Applicable,,Payment Guarantee,Not Available,,2011,100,Not Available,Not Available,Not Available,MW,6,"Hydro, Small (<50MW)",,,License scheme,,Others (Not Available / Not Available% / ..),PPA/WPA payments,,No,No,,,,No,No,ND,14
4840,South Asia,Sri Lanka,Lower middle income,Blended,2011,December,Rank Getambe SHPP,,Greenfield project,"Build, own, and operate",Distressed,12/1/2011,Energy,Electricity,Electricity generation,"Getambe, Sri Lanka",Not Available,National,Not Applicable,,Payment Guarantee,Not Available,,2011,100,Not Available,18,18,MW,10,"Hydro, Small (<50MW)",,,License scheme,,Rank Group (Not Available / 100% / Sri Lanka),PPA/WPA payments,,No,No,,,,No,No,NE,30
4841,South Asia,Sri Lanka,Lower middle income,Blended,2011,January,SENOK Mampuri 2 & 3 Wind Farms,,Greenfield project,"Build, own, and operate",Active,1/1/2011,Energy,Electricity,Electricity generation,Nawakkadu village,20,National,Not Applicable,,Payment Guarantee,Not Available,,2011,100,Not Available,46,46,MW,20,Wind,,,License scheme,,Senok Group (Not Available / 100% / Sri Lanka),PPA/WPA payments,,,No,Not Available,60/40,,No,No,MI,49
4842,South Asia,Sri Lanka,Lower middle income,Blended,2011,January,Vallibel Denawaka Ganga SHPP,,Greenfield project,"Build, own, and operate",Active,1/1/2011,Energy,Electricity,Electricity generation,"Denawaka Ganga, Ratnapura District",Not Available,National,Not Applicable,,Payment Guarantee,Not Available,2.9,2011,100,Not Available,8.6,8.6,MW,7.2,"Hydro, Small (<50MW)",,,License scheme,,Vallibel Holdings ($2.9 / 100% / Sri Lanka),PPA/WPA payments,,No,No,5.7,66/34,"Commercial Bank of Ceylon (Commercial / Local / $1.9), 
Hatton National Bank (Commercial / Local / $1.9), 
DFCC Bank (Commercial / Local / $1.9)",No,No,AZ,24
4843,South Asia,Sri Lanka,Lower middle income,Blended,2012,February,Aitken Ambewala Wind Farm,,Greenfield project,"Build, own, and operate",Active,2/1/2012,Energy,Electricity,Electricity generation,"Ambewela,  Sri Lanka.",Not Available,National,Not Applicable,,Not Available,,,2012,100,Not Available,3,3,MW,3,Wind,,,License scheme,,Aitken Spence & Company Ltd. (Not Available / 100% / Sri Lanka),PPA/WPA payments,,No,No,,,,No,No,VT,36
4844,South Asia,Sri Lanka,Lower middle income,Blended,2012,August,Daily Life Kalpitiya Wind Farm,Madurankuliya Wind Farm,Greenfield project,"Build, own, and operate",Active,8/1/2012,Energy,Electricity,Electricity generation,"Kalpitiya, Noroccholai in the Puttalam district ",Not Available,National,Not Applicable,,Payment Guarantee,Not Available,,2012,100,Not Available,16.8,16.8,MW,10,Wind,,,License scheme,,Daily Life Renewable Energy (DLRE) (Not Available / 100% / Singapore),PPA/WPA payments,,No,No,,,,No,No,NY,19
4845,South Asia,Sri Lanka,Lower middle income,Blended,2012,September,Helios Kattamurichchana Biomass Plant,Kattamurichchana Dendro Plant,Greenfield project,"Build, own, and operate",Active,9/1/2012,Energy,Electricity,Electricity generation,"Kattimuruchchana, Thirappane, Anuradhapura District",Not Available,National,Not Applicable,,Payment Guarantee,Not Available,,2012,100,Not Available,3,3,MW,2.5,Biomass,,,License scheme,,"Helios Renewable Energy (Not Available / Not Available% / Sri Lanka), 
Emergent Ventures India (Not Available / Not Available% / India)",PPA/WPA payments,,No,No,,,,No,No,MN,4
4846,South Asia,Sri Lanka,Lower middle income,Blended,2012,January,Jinadasa Loggal Oya SHPP,,Greenfield project,"Build, own, and operate",Active,1/1/2012,Energy,Electricity,Electricity generation,"Badulla District, Sri Lanka",Not Available,National,Not Applicable,,Payment Guarantee,Not Available,,2012,100,Not Available,1.5,1.5,MW,1.5,"Hydro, Small (<50MW)",,,License scheme,,Jinadasa Group (Not Available / Not Available% / Sri Lanka),PPA/WPA payments,,No,No,,,,No,No,NH,8
4847,South Asia,Sri Lanka,Lower middle income,Blended,2012,January,Kankesanturai Wind/Solar Power Plant,,Greenfield project,"Build, own, and operate",Active,1/1/2012,Energy,Electricity,Electricity generation,Jaffna,Not Available,National,Not Applicable,,Payment Guarantee,Not Available,,2012,100,Not Available,280,280,MW,35,"Wind, Solar, PV",,,Not Available,,KLS Energy (Not Available / 100% / Malaysia),PPA/WPA payments,,No,No,,,,No,No,MI,48
4848,South Asia,Sri Lanka,Lower middle income,Blended,2012,December,Lower Kotmale Oya SHPP,,Greenfield project,"Build, own, and operate",Active,12/1/2012,Energy,Electricity,Electricity generation,"Kotmale, Nuwaraeliya District,  Sri Lanka",Not Available,National,Not Applicable,,Payment Guarantee,Not Available,,2012,100,Not Available,6.4,6.4,MW,4,"Hydro, Small (<50MW)",,,License scheme,,Others (Not Available / Not Available% / ..),PPA/WPA payments,,No,No,Not Available,20/80,,No,No,MO,16
4849,South Asia,Sri Lanka,Lower middle income,Blended,2012,January,Panasian Padiyapellella I & II SHPP,,Greenfield project,"Build, own, and operate",Active,1/1/2012,Energy,Electricity,Electricity generation,"Padiyapellella Hydropower, Central Province",Not Available,National,Not Applicable,,Payment Guarantee,Not Available,,2012,100,Not Available,Not Available,Not Available,MW,Not Available,"Hydro, Small (<50MW)",,,License scheme,,Maju Holdings Sdn Bdh (Not Available / 90% / Malaysia),PPA/WPA payments,,No,No,,,,No,No,NE,37
4850,South Asia,Sri Lanka,Lower middle income,Blended,2012,April,PDL Koladeniya SHPP,,Greenfield project,"Build, own, and operate",Active,4/1/2012,Energy,Electricity,Electricity generation,Sri Lanka,Not Available,National,Not Applicable,,Payment Guarantee,Not Available,,2012,100,Not Available,1.2,1.2,MW,1.2,"Hydro, Small (<50MW)",,,License scheme,,Bank of Ceylon (Not Available / 100% / Sri Lanka),PPA/WPA payments,,No,No,,,,No,No,WY,2
4851,South Asia,Sri Lanka,Lower middle income,Blended,2012,January,Powergen Uppudaluwa Wind Farm,,Greenfield project,"Build, own, and operate",Active,1/1/2012,Energy,Electricity,Electricity generation,"Uppudaluwa, Kalpitiya",20,National,Not Applicable,,Payment Guarantee,Not Available,8,2012,100,Not Available,14,14,MW,10.5,Wind,,,Direct negotiation,,"Windforce Private Limited (Not Available / 90% / Sri Lanka), 
Others (Not Available / 10% / ..)",PPA/WPA payments,,No,No,6,43/57,,No,No,LA,10
4852,South Asia,Sri Lanka,Lower middle income,Blended,2012,July,Renewgen Kaduwela Biomass Plant,,Greenfield project,"Build, own, and operate",Active,7/1/2012,Energy,Electricity,Electricity generation,"Koratota Village, Kaduwela, District of Colombo, Kotte Waste Management Zone",25,National,Not Applicable,,Payment Guarantee,Not Available,9,2012,95,Not Available,29,29,MW,10,Biomass,,Not Applicable,Competitive bidding,Not Available,RenewGEN Ventures (Not Available / 95% / India),PPA/WPA payments,,No,No,20,31/69,,No,No,MA,11
4853,South Asia,Sri Lanka,Lower middle income,Blended,2018,June,Western Power Company Waste to Energy Plant,,Greenfield project,"Build, operate, and transfer",Active,6/1/2018,Energy,Electricity,Electricity generation,Sri Lanka,Not Available,National,Not Available,,Not Available,,25.21,2018,100,Not Available,81.94,81.94,MW,10,Waste,,,License scheme,,Aitken Spence & Company Ltd. ($25.21 / 100% / ..),Purchase agreements or transmission fees with public entity(ies),,No,No,56.73,69:31:00,"Hatton National Bank (Commercial / Local / $14.2), 
Other People's Bank (Public / Local / $14.2), 
DFCC Bank (Commercial / Local / $14.2), 
Other Bank of Ceylon (Commercial / Local / $14.12)",No,No,TX,7
4854,Sub-Saharan Africa,Angola,Upper middle income,Non-IDA,2003,November,Chicapa Hydroelectric Plant,,Greenfield project,"Build, operate, and transfer",Active,,Energy,Electricity,Electricity generation,Chicapa River,40,National,Not Available,,Not Available,,,2003,100,0,45,45,MW,16,"Hydro, Small (<50MW)",,,Not Available,,ALROSA Co. Ltd. (The Almazy Rossii-Sakha Company) (Not Available / 55% / Russian Federation),Not Applicable,,No,No,,,Vnesheconombankÿ(VEB) (Not Available / Not Available / $Not Available),Yes,No,ME,47
4855,Sub-Saharan Africa,Angola,Upper middle income,Non-IDA,2006,December,Aggreko Cabinda First Temporary Power Station,,Greenfield project,Rental,Active,,Energy,Electricity,Electricity generation,Cabinda,5,National,Not Available,,Not Available,,,2006,100,0,4.7,4.7,MW,30,Diesel,,,Not Available,,Aggreko Plc (Not Available / 100% / United Kingdom),Fixed annuity/availability payment(s) from the government,,No,No,,,,Yes,No,MO,44
4856,Sub-Saharan Africa,Angola,Upper middle income,Non-IDA,2006,December,Aggreko Caminhos de Ferro de Angola,,Greenfield project,Rental,Active,,Energy,Electricity,Electricity generation,Luanda,4,National,Not Available,,Not Available,,,2006,100,0,4.7,4.7,MW,30,Diesel,,Not Applicable,Not Available,,Aggreko Plc (Not Available / 100% / United Kingdom),Fixed annuity/availability payment(s) from the government,,No,No,,,,Yes,No,IA,45
4857,Sub-Saharan Africa,Angola,Upper middle income,Non-IDA,2007,December,Aggreko Cabinda Second Temporary Power Station,,Greenfield project,Rental,Active,,Energy,Electricity,Electricity generation,Cabinda,Not Available,National,Not Available,,Payment Guarantee,Not Available,,2007,100,0,0,Not Available,MW,30,Diesel,,,Direct negotiation,,Aggreko Plc (Not Available / 100% / United Kingdom),Fixed annuity/availability payment(s) from the government,,No,No,,,,Yes,No,WI,17
4858,Sub-Saharan Africa,Angola,Upper middle income,Non-IDA,2007,December,Aggreko Cabinda Second Temporary Power Station,,Greenfield project,Rental,Active,,Energy,Electricity,Electricity generation,Cabinda,Not Available,National,Not Available,,Payment Guarantee,Not Available,,2008,100,Not Available,0,Not Available,MW,60,Diesel,,,Direct negotiation,,Aggreko Plc (Not Available / 100% / United Kingdom),Fixed annuity/availability payment(s) from the government,,No,No,,,,Yes,No,VA,20
4859,Sub-Saharan Africa,Angola,Upper middle income,Non-IDA,2008,January,Aggreko Luanda Temporary Power Stations 1 and 2,,Greenfield project,Rental,Active,,Energy,Electricity,Electricity generation,Luanda area,Not Available,National,Not Available,,Payment Guarantee,Not Available,,2008,100,0,Not Available,Not Available,MW,60,Diesel,,,Direct negotiation,,Aggreko Plc (Not Available / 100% / United Kingdom),Fixed annuity/availability payment(s) from the government,,No,No,,,,Yes,No,IA,35
